Batch ID,Time,Acid flow rate,Acid volume pumped,Air flow,Base flow rate,Base volume pumped,Bioreactor pressure reading,CER - unnormalized,"CER - unnormalized, integrated",DO,Feed#1 flow rate,Feed#1 volume pumped,Inlet O2%,O2 flow,Off-gas CO2%,Off-gas O2%,OUR - unnormalized,"OUR - unnormalized, integrated",pH,RQ,Stir speed,Temperature,Volume,Reflectance
Bioreactor 1,25.76666667,NaN,NaN,100.2196957,0,8.166900718,1.839289873,12.23667473,0.094484223,38.17575843,1.57171997,10.11839213,20.95,0,4.47198352,16.90698299,9.815160622,0.078357859,6.477033116,1.246711618,3031.099617,30.02000046,103.0142202,
Bioreactor 1,25.8,NaN,NaN,100.0670762,0,8.19327393,1.575457035,12.32891874,0.094894641,38.13304794,1.577526366,10.1708945,20.95,0,4.504571498,16.88906338,9.85601337,0.078685469,6.491190301,1.250903364,3046.619119,30.03000069,103.0836545,
Bioreactor 1,25.83333333,NaN,NaN,100.0674436,7.500016212,8.215176445,1.618430188,12.38202145,0.095305897,38.21528651,1.583345797,10.22348316,20.95,0,4.524291735,16.86800003,9.913940645,0.079015073,6.497340221,1.248950637,3068.46523,30.02000046,103.1267308,
Bioreactor 1,25.86666667,NaN,NaN,100.0552656,0,8.218381072,1.787906602,12.42363257,0.095719763,38.14553827,1.589193592,10.27637465,20.95,0,4.536786833,16.85886662,9.942432437,0.079345654,6.479693489,1.249556582,3068.960046,30.02000046,103.1951714,
Bioreactor 1,25.9,NaN,NaN,100.0461237,0,8.245104888,1.726351348,12.48027203,0.096135185,38.2340713,1.595057655,10.32936081,20.95,0,4.556786415,16.84799957,9.967058255,0.079677524,6.49721363,1.252152012,3063.710082,30.03000069,103.2653099,
Bioreactor 1,25.93333333,NaN,NaN,99.76899486,0,8.245104888,1.670386552,12.519547,0.096551016,38.04126526,1.600943199,10.38263719,20.95,0,4.572188839,16.83644737,9.993579199,0.080010385,6.471517392,1.252761466,3080.482557,30.01000023,103.3089772,
Bioreactor 1,25.96666667,NaN,NaN,100.1042707,0,8.272685736,1.694300776,12.55336297,0.096969592,38.39361974,1.60685523,10.43599633,20.95,0,4.585768102,16.82500076,10.02068788,0.08034416,6.489539947,1.252744651,3096.61594,30.02000046,103.380273,
Bioreactor 1,26,NaN,NaN,99.85724328,0,8.297964152,1.861487507,12.62875825,0.097388496,38.02156788,1.612777272,10.48966198,20.95,0,4.611264282,16.80408294,10.07909827,0.080679334,6.499388353,1.252965367,3101.140336,30.01000023,103.4493334,
Bioreactor 1,26.03333333,NaN,NaN,100.0690463,0,8.29806557,1.626877523,12.69889272,0.097811024,37.98279311,1.618723611,10.54343,20.95,0,4.636907465,16.78938155,10.11134429,0.081015701,6.470999863,1.255905845,3109.329676,30.01000023,103.4936035,
Bioreactor 1,26.06666667,NaN,NaN,100.0059967,0,8.3230948,1.739537507,12.75107404,0.098235852,38.03877841,1.62469237,10.59748164,20.95,0,4.654677956,16.77700043,10.14413569,0.081353261,6.478258513,1.256989762,3122.068,30.02000046,103.5628284,
Bioreactor 1,26.1,NaN,NaN,99.94888625,0,8.350811994,1.667417693,12.78471892,0.098661827,38.13942597,1.630693352,10.65163431,20.95,0,4.667253048,16.77105476,10.15497182,0.081691783,6.491472368,1.258961441,3138.658601,30.02000046,103.6349002,
Bioreactor 1,26.13333333,NaN,NaN,100.0422294,7.999979973,8.363454803,1.809138032,12.85343757,0.099087888,38.02309414,1.63671227,10.70609554,20.95,0,4.691331251,16.75604785,10.19168516,0.082030723,6.483703661,1.261168949,3138.144803,30.01000023,103.6795415,
Bioreactor 1,26.16666667,NaN,NaN,99.89901535,0,8.377691634,1.716710578,12.85796862,0.099517341,38.05076584,1.642756528,10.76065157,20.95,0,4.695604881,16.73800087,10.24541079,0.082371468,6.477726985,1.254998073,3145.516948,30.02000046,103.7510719,
Bioreactor 1,26.2,NaN,NaN,99.98432631,0,8.40129897,1.790657525,12.9661013,0.099948004,37.94943808,1.64882623,10.81550345,20.95,0,4.734674649,16.71736904,10.28943821,0.082713561,6.487261152,1.260137071,3158.413631,30.02000046,103.8196643,
Bioreactor 1,26.23333333,NaN,NaN,100.0301925,0,8.426445068,1.763353568,13.01249693,0.100379951,38.08305917,1.65490782,10.87046642,20.95,0,4.752957648,16.68702079,10.37837563,0.083058247,6.495694842,1.253808499,3167.262844,30.02000046,103.8898466,
Bioreactor 1,26.26666667,NaN,NaN,99.98734453,0,8.426445068,1.779372338,13.02491669,0.100814068,38.01801981,1.661015793,10.92572481,20.95,0,4.757507374,16.68449275,10.38380122,0.083403878,6.472885711,1.254349875,3171.885641,30.01000023,103.9351416,
Bioreactor 1,26.3,NaN,NaN,100.2550375,0,8.451435342,1.655347209,13.10095948,0.101250174,37.98426142,1.66714483,10.98110411,20.95,0,4.783528888,16.66476066,10.43708218,0.083750827,6.479764648,1.255240636,3196.231471,30,104.0055068,
Bioreactor 1,26.33333333,NaN,NaN,100.199334,0,8.47833446,1.545271748,13.20058602,0.101688533,37.95737702,1.67329733,11.03677256,20.95,0,4.816946578,16.64481089,10.48838559,0.084100101,6.482621345,1.258590808,3197.810686,30,104.0780518,
Bioreactor 1,26.36666667,NaN,NaN,100.0420509,0,8.563920792,1.559836727,13.29155383,0.102129765,37.83611022,1.67947006,11.09254154,20.95,0,4.849585772,16.62599945,10.53110051,0.084450415,6.498853716,1.262123958,3213.92472,30.00146445,104.2092653,
Bioreactor 1,26.4,NaN,NaN,100.0197183,0,8.563920792,1.680768822,13.24129216,0.102571779,37.73696382,1.685668652,11.14861064,20.95,0,4.834598205,16.62660192,10.53259258,0.0848018,6.473701051,1.257173073,3209.093317,30,104.2551992,
Bioreactor 1,26.43333333,NaN,NaN,99.95095243,0,8.589729142,1.778922143,13.28582061,0.103015111,38.3141883,1.691882781,11.20458573,20.95,0,4.850321767,16.60606524,10.59350044,0.085154347,6.488806889,1.25414838,3221.193113,30.01000023,104.3267917,
Bioreactor 1,26.46666667,NaN,NaN,100.2240244,0,8.617348946,1.831192256,13.37036502,0.103458452,37.93361536,1.698135598,11.26107946,20.95,0,4.882010837,16.59399262,10.61053785,0.085507665,6.503988989,1.260102476,3236.978267,30.01000023,104.4008707,
Bioreactor 1,26.5,NaN,NaN,99.73907939,0,8.617348946,1.724728284,13.39107148,0.103903806,38.08634296,1.703766909,11.31767568,20.95,0,4.887683761,16.57693645,10.66963087,0.085862641,6.477063164,1.255064328,3243.252995,30.00031625,104.4425724,
Bioreactor 1,26.53333333,NaN,NaN,100.0444408,0,8.640449854,1.76550376,13.46845563,0.10435251,37.72215792,1.710053721,11.3745795,20.95,0,4.915154913,16.5533094,10.73326178,0.086219342,6.485464693,1.25483368,3264.915262,30.01077506,104.5123363,
Bioreactor 1,26.56666667,NaN,NaN,99.97848346,0,8.667251582,1.72689759,13.58394834,0.104802979,37.89118598,1.716363892,11.43158845,20.95,0,4.957357148,16.5307152,10.78081591,0.086577853,6.499834004,1.260011938,3270.119113,30,104.5858982,
Bioreactor 1,26.6,NaN,NaN,100.0981887,0,8.667251582,1.742930513,13.56758861,0.105255556,37.64015014,1.722697317,11.48892083,20.95,0,4.951317035,16.52552406,10.80334877,0.086937495,6.476158388,1.255868857,3276.79211,30,104.6328603,
Bioreactor 1,26.63333333,NaN,NaN,99.91479463,0,8.69424809,1.738491161,13.65784622,0.105709843,37.87147924,1.729055666,11.54635537,20.95,0,4.983412674,16.51758707,10.80938094,0.087298287,6.490619175,1.263517902,3289.032009,30.01000023,104.7069533,
Bioreactor 1,26.66666667,NaN,NaN,100.0942244,7.999979973,8.714050954,1.616061637,13.73831494,0.106165101,37.70562158,1.735432471,11.60409435,20.95,0,5.012498506,16.50400114,10.8359522,0.08765897,6.494241668,1.267845588,3303.498578,29.98999977,104.7542489,
Bioreactor 1,26.7,NaN,NaN,99.96784635,0,8.721341988,1.681694296,13.72939338,0.106624151,38.16266008,1.741834617,11.66152981,20.95,0,5.008592233,16.49629625,10.86691651,0.088021139,6.476999905,1.263412149,3305.111644,29.99296103,104.8282234,
Bioreactor 1,26.73333333,NaN,NaN,100.067875,0,8.750403164,1.586788133,13.8141677,0.107083665,37.77905549,1.74826961,11.71969843,20.95,0,5.03929928,16.47164995,10.93054871,0.088384229,6.492401374,1.26381291,3332.846704,30,104.9049842,
Bioreactor 1,26.76666667,NaN,NaN,100.0137449,0,8.77566613,1.655963898,13.88238873,0.107544695,37.68631017,1.754711382,11.77796741,20.95,0,5.063708952,16.45114564,10.984954,0.088749629,6.502,1.263763811,3327.945311,30,104.9779414,
Bioreactor 1,26.8,NaN,NaN,99.99995545,0,8.77566613,1.707295934,13.91246731,0.10800805,37.7569414,1.761191321,11.83650783,20.95,0,5.073827867,16.43004125,11.05265125,0.089116816,6.472303354,1.258745308,3351.041216,29.98999977,105.025999,
Bioreactor 1,26.83333333,NaN,NaN,99.87195889,0,8.801786128,1.701325944,13.96774182,0.108473907,37.52736271,1.767687526,11.8952938,20.95,0,5.094860326,16.41413927,11.09062329,0.08948575,6.484999802,1.259419146,3357,30,105.1002207,
Bioreactor 1,26.86666667,NaN,NaN,100.1632386,0,8.82679588,1.59916516,14.0964739,0.108940885,37.63808855,1.774212931,11.95420357,20.95,0,5.140431255,16.38913757,11.1472246,0.089856243,6.490091654,1.264573084,3360.110087,30,105.1735629,
Bioreactor 1,26.9,NaN,NaN,100.1072601,0,8.853850822,1.543292624,14.16123268,0.109411225,37.25981327,1.780760651,12.01346748,20.95,0,5.162011162,16.37172143,11.1963677,0.090228399,6.49084923,1.264807223,3380.184661,30.00430189,105.2491782,
Bioreactor 1,26.93333333,NaN,NaN,100.0418094,0,8.87977604,1.640374684,14.18864841,0.109883812,37.43448813,1.787331104,12.07282112,20.95,0,5.174776708,16.3526697,11.24717852,0.090602351,6.500446342,1.261530255,3382.941982,30.02000046,105.3236999,
Bioreactor 1,26.96666667,NaN,NaN,100.0347505,7.749998093,8.913714658,1.615414897,14.07767848,0.11035129,38.0106199,1.772805582,12.13220252,20.95,0,4.456370311,17.07378049,11.15539205,0.090973202,6.469000008,1.261922517,3408.254285,30.01000023,104.1625143,
Bioreactor 1,27,NaN,NaN,99.95742456,0,8.956441448,1.575041613,13.90834857,0.110816778,38.43142964,1.779340331,12.19129386,20.95,0,4.749177152,16.66587898,11.04354569,0.09134256,6.491427645,1.259361342,3403.773986,30.01000023,104.2714666,
Bioreactor 1,27.03333333,NaN,NaN,100.2428567,0,8.983924906,1.613078426,13.73901866,0.111282266,38.08963201,1.785903523,12.25070153,20.95,0,4.998115122,16.4848049,10.93169933,0.091711917,6.50117702,1.256800166,3423.46912,30.01000023,104.3564585,
Bioreactor 1,27.06666667,NaN,NaN,100.1280876,7.749998093,8.989530583,1.596308455,13.86990533,0.111742248,38.44171989,1.792500516,12.30997718,20.95,0,5.061045527,16.4187828,11.09498225,0.092079611,6.475961057,1.250106523,3425.431821,29.99782463,104.3827559,
Bioreactor 1,27.1,NaN,NaN,100.0145216,0,9.010005948,1.817211312,14.01958901,0.112208129,38.07998049,1.79911915,12.36983672,20.95,0,5.116667002,16.37750065,11.1955081,0.092451207,6.475666955,1.252251526,3428.497845,30,104.4582278,
Bioreactor 1,27.13333333,NaN,NaN,99.9336863,0,9.040002068,1.642800268,14.14482021,0.112678292,37.92019402,1.805760661,12.42979115,20.95,0,5.157938438,16.36376434,11.22278834,0.092824389,6.485410469,1.260366328,3435.594784,30.01000023,104.5375549,
Bioreactor 1,27.16666667,NaN,NaN,100.0632962,0,9.119569698,1.782391889,14.27122039,0.113150809,37.95538232,1.812435355,12.49008469,20.95,0,5.205446809,16.33088771,11.29923873,0.093199788,6.500776616,1.263024935,3456.944139,30.01055886,104.6668278,
Bioreactor 1,27.2,NaN,NaN,99.69202063,7.999979973,9.120073429,1.624054456,14.25415881,0.113625577,37.83260606,1.819117882,12.55050151,20.95,0,5.20309508,16.31092479,11.36172213,0.09357754,6.468722153,1.25457731,3466.114011,30.01000023,104.7164781,
Bioreactor 1,27.23333333,NaN,NaN,100.198443,0,9.146390904,1.81150579,14.33243482,0.114102521,37.79653296,1.825161072,12.61113407,20.95,0,5.230773039,16.27809713,11.45735325,0.093958302,6.477194399,1.250937654,3486.189613,30.02000046,104.7882441,
Bioreactor 1,27.26666667,NaN,NaN,99.71081533,0,9.172121342,1.580728034,14.45449057,0.114582594,37.53290707,1.831903162,12.67209765,20.95,0,5.274826671,16.25443329,11.50845924,0.094340907,6.484086566,1.255988449,3489.046322,30.02000046,104.8642112,
Bioreactor 1,27.3,NaN,NaN,99.97925966,0,9.198066038,1.617587674,14.49356989,0.115064699,37.70305746,1.838663802,12.73316742,20.95,0,5.28879738,16.2369302,11.55962086,0.094725095,6.489398593,1.253811232,3489.790435,30.02000046,104.9403968,
Bioreactor 1,27.33333333,NaN,NaN,100.0398077,0,9.22570532,1.56937775,14.60244282,0.115548154,37.45204607,1.845452059,12.79459186,20.95,0,5.324392106,16.22171531,11.59551203,0.095110818,6.475536029,1.259318361,3516.429381,30.01000023,105.0186396,
Bioreactor 1,27.36666667,NaN,NaN,99.80629991,0,9.278033716,1.57931717,14.68684935,0.116036896,37.47013862,1.852254538,12.85609679,20.95,0,5.354216424,16.19221608,11.67825584,0.095498947,6.500216477,1.257623572,3521.028871,30.01783693,105.1211883,
Bioreactor 1,27.4,NaN,NaN,100.2492876,7.500016212,9.296859176,1.613536429,14.62502467,0.11652521,37.32163396,1.859077628,12.91797233,20.95,0,5.334985839,16.18198548,11.72046345,0.095888603,6.492606597,1.247820324,3534.014201,30.01000023,105.172309,
Bioreactor 1,27.43333333,NaN,NaN,100.1121193,0,9.303247238,1.844033861,14.67964219,0.117014481,37.43371823,1.865935755,12.97993828,20.95,0,5.351423869,16.17242383,11.74932725,0.096279563,6.473152388,1.249402927,3535.593224,30.01000023,105.2484726,
Bioreactor 1,27.46666667,NaN,NaN,100.0924421,9.499990463,9.435618407,1.640005764,14.84718521,0.117507105,37.27739525,1.872830981,13.04230348,20.95,0,5.413973401,16.13765781,11.82128234,0.096671846,6.479760284,1.25597098,3569.342212,30.01000023,105.4118277,
Bioreactor 1,27.5,NaN,NaN,100.0705358,0,9.474556248,1.549966407,14.87516403,0.118003088,37.35379417,1.879737131,13.10466986,20.95,0,5.423304612,16.12676796,11.85418222,0.097066189,6.483384017,1.254845774,3566.681972,30.03000069,105.522444,
Bioreactor 1,27.53333333,NaN,NaN,99.93437916,0,9.499312786,1.606520769,14.8815664,0.11849875,37.63315341,1.886674402,13.16733441,20.95,0,5.426708978,16.11084859,11.90459474,0.097462147,6.487291202,1.250070119,3584.037624,30.04000092,105.5987918,
Bioreactor 1,27.56666667,NaN,NaN,99.88621394,0,9.52440045,1.635963646,14.91745111,0.118994417,37.50588242,1.893642795,13.23034094,20.95,0,5.440963655,16.09896363,11.9329012,0.097859324,6.494927371,1.250111235,3592.564012,30.04000092,105.6759355,
Bioreactor 1,27.6,NaN,NaN,100.0038341,0,9.552696748,1.809395443,14.96879717,0.119491229,37.42807476,1.900620051,13.29347393,20.95,0,5.459335801,16.08145525,11.98105769,0.098258065,6.470574808,1.24937372,3619.940265,30.03000069,105.75612,
Bioreactor 1,27.63333333,NaN,NaN,100.0549664,0,9.605214672,1.704357538,15.0923256,0.119993168,37.51163376,1.907629871,13.35694797,20.95,0,5.501886677,16.06266557,12.02077022,0.09865705,6.493665579,1.255521426,3625.331328,30.04000092,105.8610495,
Bioreactor 1,27.66666667,NaN,NaN,99.97547429,0,9.632230658,1.675757334,15.05996835,0.120494228,37.38938801,1.914673492,13.42024202,20.95,0,5.493213376,16.06100082,12.02601545,0.099058059,6.503426618,1.252282504,3642.259714,30.04000092,105.9402661,
Bioreactor 1,27.7,NaN,NaN,100.0332372,7.749998093,9.641178386,1.761803674,15.04895401,0.12099606,37.1714732,1.921738548,13.48406733,20.95,0,5.492044136,16.04221618,12.08574138,0.099459401,6.481876522,1.245183475,3635.656269,30.03000069,105.9929363,
Bioreactor 1,27.73333333,NaN,NaN,100.0123131,0,9.658584392,1.47543843,15.09966945,0.121499691,37.19185861,1.928831635,13.548239,20.95,0,5.507704495,16.02349741,12.14553112,0.099863267,6.474797951,1.243228215,3670.689655,30.03000069,106.0723432,
Bioreactor 1,27.76666667,NaN,NaN,100.0958729,0,9.684548566,1.706841601,15.20195807,0.122006062,37.22628947,1.935957698,13.61251171,20.95,0,5.543291518,15.9977794,12.21266272,0.100269436,6.484023549,1.244771334,3678.708565,30.03756005,106.1514621,
Bioreactor 1,27.8,NaN,NaN,100.1402506,0,9.76553809,1.580517372,15.36060665,0.122514769,37.28916914,1.943103341,13.67716335,20.95,0,5.597626381,15.97142986,12.27228724,0.100677549,6.501411356,1.251651909,3695.354746,30.04000092,106.2859161,
Bioreactor 1,27.83333333,NaN,NaN,100.0364454,0,9.791974066,1.808259317,15.34788848,0.123024823,37.15303378,1.950275983,13.74192565,20.95,0,5.595036927,15.94625891,12.35702997,0.101089058,6.508703686,1.242036959,3699.22229,30.04000092,106.3659061,
Bioreactor 1,27.86666667,NaN,NaN,100.0667609,0,9.79222295,1.659831717,15.35630437,0.123537287,37.1075367,1.957466763,13.80691804,20.95,0,5.598104785,15.93166872,12.4054295,0.101501683,6.472889681,1.237869565,3721.674372,30.04000092,106.4199072,
Bioreactor 1,27.9,NaN,NaN,100.0085777,0,9.81978432,1.724753705,15.44537594,0.124052308,37.06574214,1.964694642,13.87228075,20.95,0,5.628881477,15.91688113,12.4381123,0.101915484,6.483821851,1.241778181,3742.347201,30.04999924,106.5015775,
Bioreactor 1,27.93333333,NaN,NaN,100.0388568,0,9.847813162,1.641907445,15.54097366,0.12456884,37.18428851,1.971954055,13.93775298,20.95,0,5.663992918,15.89700268,12.4809809,0.102330789,6.492996617,1.245172457,3723.034397,30.05999947,106.5838312,
Bioreactor 1,27.96666667,NaN,NaN,100.0068412,0,9.87568618,1.634380917,15.63407106,0.125086998,37.17490717,1.978503025,14.00359341,20.95,0,5.697909649,15.87209005,12.54281804,0.102747795,6.501316163,1.246456022,3755.593596,30.05999947,106.6607573,
Bioreactor 1,28,NaN,NaN,100.0634993,7.500016212,9.898426422,1.852757102,15.63183389,0.125607482,37.00603892,1.985798918,14.06955242,20.95,0,5.699260319,15.85857497,12.58396232,0.103166196,6.500288413,1.24220283,3774.753499,30.04999924,106.7152454,
Bioreactor 1,28.03333333,NaN,NaN,100.1270512,0,9.900734888,1.747175366,15.67638163,0.126129649,37.51707499,1.993128612,14.13540789,20.95,0,5.714000225,15.84973829,12.60722109,0.10358594,6.469261978,1.243444677,3777.392985,30.05999947,106.7952219,
Bioreactor 1,28.06666667,NaN,NaN,100.0498759,0,9.928432604,1.815636213,15.65897143,0.126653021,37.09226124,2.000480154,14.20189481,20.95,0,5.708519602,15.84386603,12.62967077,0.104006374,6.479173376,1.239856359,3804.250977,30.05999947,106.8774042,
Bioreactor 1,28.1,NaN,NaN,100.0329657,0,9.95155299,1.726875341,15.77099742,0.127177515,37.17642287,2.007866939,14.2685773,20.95,0,5.74912849,15.82432269,12.66847423,0.104427978,6.479677243,1.244901048,3816.902741,30.04999924,106.955769,
Bioreactor 1,28.13333333,NaN,NaN,99.83838518,0,9.978393674,1.706812824,15.82450239,0.127704641,37.07515849,2.015283816,14.3356441,20.95,0,5.769000053,15.81583723,12.68266693,0.104850554,6.48955833,1.247726877,3817.395956,30.05999947,107.0381696,
Bioreactor 1,28.16666667,NaN,NaN,100.0644022,0,10.0075912,1.6824732,15.95547289,0.12823297,37.08824732,2.022722127,14.40282627,20.95,0,5.813775827,15.7859498,12.76034269,0.105274785,6.50027427,1.250394946,3841.075686,30.04999924,107.1230064,
Bioreactor 1,28.2,NaN,NaN,100.0294198,0,10.0334937,1.715657472,15.94905292,0.128763545,36.97419203,2.030187026,14.47025408,20.95,0,5.81560537,15.76424571,12.82516468,0.105701172,6.506754457,1.243575787,3852.429065,30.04000092,107.2045158,
Bioreactor 1,28.23333333,NaN,NaN,100.0380813,7.500016212,10.04762569,1.627589357,15.98382181,0.129296089,36.84211364,2.037685314,14.53804561,20.95,0,5.829722653,15.74683183,12.87213773,0.106129404,6.490672588,1.241739118,3861.08951,30.04000092,107.2611035,
Bioreactor 1,28.26666667,NaN,NaN,99.99702299,0,10.05827295,1.814070622,16.08273349,0.129830838,37.00306157,2.045205448,14.60595817,20.95,0,5.863054258,15.73236373,12.90413625,0.106559074,6.469891251,1.246324256,3888.440252,30.04472839,107.3420006,
Bioreactor 1,28.3,NaN,NaN,100.1342124,0,10.08493833,1.542224775,16.08075683,0.130368017,36.90266564,2.052749285,14.67402843,20.95,0,5.863202726,15.70751447,12.9883284,0.106990491,6.477058092,1.238093783,3893.369622,30.04999924,107.4252294,
Bioreactor 1,28.33333333,NaN,NaN,100.1431893,0,10.11259709,1.555852255,16.16694721,0.130907085,36.943166,2.060325893,14.74267442,20.95,0,5.890253117,15.6924369,13.03065289,0.107424065,6.484379615,1.240685874,3915.8735,30.05999947,107.5095768,
Bioreactor 1,28.36666667,NaN,NaN,100.1468601,0,10.14117132,1.62399056,16.27641603,0.131447534,36.85322559,2.067927851,14.81134785,20.95,0,5.93068213,15.6753925,13.05922267,0.107859121,6.492822433,1.246354233,3923.177569,30.05999947,107.5950942,
Bioreactor 1,28.4,NaN,NaN,99.91278239,0,10.1674861,1.603067769,16.32105458,0.131988815,36.74425042,2.075556191,14.88041186,20.95,0,5.95005741,15.65259013,13.11743617,0.108295677,6.493942502,1.244226071,3948.835544,30.05999947,107.6787118,
Bioreactor 1,28.43333333,NaN,NaN,99.98092063,0,10.19331393,1.655967822,16.41142628,0.13253376,36.83435302,2.08320679,14.94958314,20.95,0,5.981130117,15.63831736,13.14848898,0.108733593,6.496411456,1.248161299,3967.85925,30.04999924,107.7618131,
Bioreactor 1,28.46666667,NaN,NaN,99.98405071,0,10.21832368,1.727212244,16.43616712,0.133080099,36.76826292,2.090895106,15.01900105,20.95,0,5.990453038,15.61381188,13.22609469,0.109173312,6.496905798,1.242708851,3976.461712,30.04999924,107.8443964,
Bioreactor 1,28.5,NaN,NaN,99.9226055,7.500016212,10.24943079,1.878640778,16.48276077,0.133628113,36.651091,2.098599911,15.08882391,20.95,0,6.007908343,15.59509171,13.27733159,0.109615104,6.486936348,1.241421309,3997.614593,30.04999924,107.9275346,
Bioreactor 1,28.53333333,NaN,NaN,100.2861959,0,10.26842109,1.585991305,16.31730618,0.134176559,36.85920715,2.106349028,15.15860967,20.95,0,5.95087677,15.59718725,13.30419822,0.110058087,6.496251031,1.226478037,4010.438318,30.05999947,108.0103467,
Bioreactor 1,28.56666667,NaN,NaN,101.5635416,0,10.29689793,1.728589347,16.68950058,0.134725182,36.65028878,2.114123495,15.22880781,20.95,0,6.047842602,15.58642168,13.35615324,0.110502421,6.50529795,1.249573975,4016.561776,30.04999924,108.0972905,
Bioreactor 1,28.6,NaN,NaN,102.6235486,7.999979973,10.29936003,1.841302209,16.74997403,0.135282462,36.73789554,2.121926612,15.29941146,20.95,0,6.01936963,15.59992401,13.44142124,0.110948975,6.471696109,1.246146666,4002.537996,30.04000092,108.1557845,
Bioreactor 1,28.63333333,NaN,NaN,103.4935277,0,10.323836,1.827642434,16.78433768,0.135842965,36.93461408,2.129755697,15.37012069,20.95,0,5.974753021,15.64519795,13.44190855,0.111396147,6.475802466,1.248657334,4004,30.04000092,108.2411662,
Bioreactor 1,28.66666667,NaN,NaN,104.5150031,0,10.35141685,1.752039016,16.87906323,0.136406106,36.92094272,2.137616523,15.44145894,20.95,0,5.948986868,15.66700539,13.51742084,0.111845162,6.482992511,1.248689631,4015.964677,30.04000092,108.3277632,
Bioreactor 1,28.7,NaN,NaN,105.5003309,0,10.37747842,1.927786018,16.97311408,0.136971171,36.86510866,2.144725273,15.51220561,20.95,0,5.921961849,15.70463925,13.53885077,0.112295996,6.488240508,1.253659912,3992.360697,30.04000092,108.406376,
Bioreactor 1,28.73333333,NaN,NaN,106.5657647,0,10.40429962,1.702431907,17.07038942,0.137537959,36.80216552,2.152650609,15.5837344,20.95,0,5.89945495,15.72399998,13.61478263,0.112748493,6.493454957,1.253812965,3988.387779,30.04000092,108.4923584,
Bioreactor 1,28.76666667,NaN,NaN,107.6204799,0,10.43363349,1.790350273,17.1772308,0.138106884,36.52693864,2.160586457,15.65560287,20.95,0,5.875219328,15.75453172,13.66236075,0.113203131,6.505468172,1.257266656,4007.970488,30.03843972,108.5810126,
Bioreactor 1,28.8,NaN,NaN,108.5162258,7.999979973,10.45472182,1.821441969,17.1513198,0.138678134,36.74987015,2.168564556,15.72763309,20.95,0,5.810797729,15.78898916,13.71472578,0.113659441,6.499913808,1.250577072,3995.436653,30.04000092,108.640503,
Bioreactor 1,28.83333333,NaN,NaN,109.6902475,0,10.46035731,1.751175672,17.21928909,0.139251771,36.83052673,2.176555846,15.79992774,20.95,0,5.77623893,15.81856625,13.76722038,0.114117728,6.47219451,1.250745705,3992.283228,30.04000092,108.7268248,
Bioreactor 1,28.86666667,NaN,NaN,110.8392299,0,10.48749016,1.895725898,17.28486372,0.139827935,36.6737467,2.184599074,15.8726106,20.95,0,5.743295383,15.8451138,13.8241251,0.114577579,6.476886174,1.250340506,3997.772241,30.04000092,108.8140098,
Bioreactor 1,28.9,NaN,NaN,111.6952985,0,10.51518788,2.280703918,17.35605688,0.140406162,36.70542724,2.192664561,15.94546055,20.95,0,5.71107863,15.87730747,13.86155391,0.115039302,6.484385681,1.252100544,4008.07165,30.04999924,108.9018329,
Bioreactor 1,28.93333333,NaN,NaN,112.7512113,0,10.54029502,1.959568631,17.40587441,0.140985288,36.88313137,2.200752308,16.01854505,20.95,0,5.67239959,15.89984286,13.94011413,0.115502871,6.482928569,1.248618367,3998.256479,30.04000092,108.9872349,
Bioreactor 1,28.96666667,NaN,NaN,114.1809132,0,10.56620076,1.927574598,17.47200939,0.141567535,36.46065132,2.208874268,16.09203713,20.95,0,5.643887523,15.92997599,13.96915098,0.115967852,6.484727817,1.250756681,4001.72779,30.04000092,109.0737788,
Bioreactor 1,29,NaN,NaN,115.0389881,0,10.59419064,2.014511257,17.55188852,0.142150904,36.76970812,2.217024876,16.16566457,20.95,0,5.617106412,15.95400047,14.02714914,0.11643469,6.488384251,1.251282377,3999.152652,30.04000092,109.1625067,
Bioreactor 1,29.03333333,NaN,NaN,116.1723445,0,10.62091446,1.87837992,17.59685108,0.142736072,36.78427338,2.225208049,16.23957071,20.95,0,5.578411063,15.97789694,14.09761706,0.11690355,6.48710265,1.248215092,4006.462374,30.03525768,109.2502323,
Bioreactor 1,29.06666667,NaN,NaN,117.0606623,0,10.64683968,2.087116442,17.66721854,0.143323009,36.85168441,2.233410184,16.31381875,20.95,0,5.548465787,16.00509331,14.14609536,0.117374143,6.489232819,1.248911328,3999.373179,30.03000069,109.3374303,
Bioreactor 1,29.1,NaN,NaN,118.1793951,0,10.67444,2.29358016,17.73242347,0.143911793,36.74991305,2.241648181,16.38831314,20.95,0,5.521200626,16.03120152,14.18554761,0.117846263,6.496998951,1.250034477,3994.397802,30.03000069,109.4264362,
Bioreactor 1,29.13333333,NaN,NaN,119.2513391,0,10.70079374,2.15577641,17.80791715,0.144502549,36.69391367,2.249917712,16.4630358,20.95,0,5.494575111,16.06914464,14.18226971,0.118319115,6.48857001,1.255647992,4000.222555,30.03000069,109.5144035,
Bioreactor 1,29.16666667,NaN,NaN,120.3884792,0,10.72689426,2.266679056,17.83920743,0.145096739,36.66853958,2.258226609,16.53802889,20.95,0,5.456353957,16.08921461,14.25683977,0.118792742,6.488784652,1.251273917,4000.619402,30.03000069,109.6022916,
