Time,DO,pH,Stirrer_speed,Temperature,Pressure,Air_flow,Oxygen_flow,Inlet_air_O2,Offgas_O2,Offgas_CO2,CTR,Formed_CO2,OTR,Consumed_O2,RQ,Feed_rate_volumetric,Feed_volume,Base_rate,Base_volume,Liquid_volume,Acid_volume,Acid_rate,Reflectance,Experiment,Reactor/Plate/Flask Number,Parent Culture,Base Medium,Container ID (calculated),Container Type,Control?,Culture Type,Experiment Annotation,growth_rate,Feed Medium #1,Replicate #,Seed,Strain Batch,Strain Genotype,Initial Culture VolumeNone,Culture Volume Unit,Starting OD,Temperature Setpoint (C),pH Setpoint,pH Control Base Solution,DO Control Setpoint (%),DO Control Cascade Level 1,DO Control Cascade Level 2,Minimum Aeration (slpm),Maximum Aeration (slpm),Minimum Stirring or Shaking Speed (rpm),Maximum Stirring or Shaking Speed (rpm),Aeration Gas Type,Phase
11.23333333,38.96239142,6.503539644,1691.301072,30.03000069,1.827275421,99.5204447,0.0,20.95,19.8894599,0.744000018,2.017263653,0.005000184,2.174854292,0.006287682,0.927540202,0.0,,0.0,2.71557338,96.70185166,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.26666667,39.13921945,6.497584706,1702.924465,30.02000046,1.843321479,100.7204891,0.0,20.95,19.87816995,0.748830229,2.027881657,0.005067491,2.20740955,0.006360795,0.918670201,0.0,,0.0,2.71557338,96.69910948,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.3,38.1988674,6.48963191,1703.784035,30.01000023,1.939312037,99.7353349,0.0,20.95,19.86373647,0.76273602,2.069082328,0.005135849,2.250727719,0.006435284,0.919299266,0.0,,0.0,2.71557338,96.69637093,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.33333333,38.85571254,6.482683887,1709.683948,30.01000023,1.898883336,99.93955341,0.0,20.95,19.85731623,0.782316053,2.120936973,0.005205582,2.257342623,0.006510557,0.939573494,0.0,,0.0,2.71557338,96.69360248,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.36666667,39.20784333,6.47444777,1708.485302,30.0,1.803949403,100.1204844,0.0,20.95,19.85317159,0.797276132,2.163238377,0.005276864,2.262631574,0.006585739,0.956074167,0.0,,0.0,2.71557338,96.69076499,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.4,39.03021846,6.48523072,1711.461712,30.02000046,1.935465093,100.336732,0.0,20.95,19.84546121,0.810461708,2.196038706,0.005349572,2.276531859,0.006661401,0.964646746,0.0,,0.0,2.739161238,96.71146173,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.43333333,39.03376483,6.480830532,1722.152292,30.02000046,1.942120697,100.4350564,0.0,20.95,19.83549177,0.812830474,2.20447284,0.0054228,2.311114865,0.006737784,0.953860746,0.0,,0.0,2.739161238,96.70855856,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.46666667,39.66629314,6.474871285,1722.227537,30.0,1.78254494,99.92204046,0.0,20.95,19.82974233,0.818128761,2.219077054,0.005496602,2.327278316,0.006815115,0.953507787,0.0,,0.0,2.739161238,96.70567057,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.5,39.20070446,6.479000206,1726.09016,30.01000023,1.946689339,99.42880268,0.0,20.95,19.82681944,0.827180339,2.243449929,0.005571162,2.330615347,0.006892915,0.962599811,0.0,,0.0,2.7660214,96.72962721,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.53333333,39.45182225,6.469964413,1722.283957,30.0,1.872632806,99.4418199,0.0,20.95,19.81999969,0.83099997,2.250575032,0.00564603,2.34789384,0.006970922,0.958550593,0.0,,7.500023842,2.766908421,96.72670943,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.56666667,39.69085484,6.498028597,1724.201619,30.02000046,1.964415815,100.1307883,0.0,20.95,19.81902903,0.827086429,2.23971348,0.005721106,2.35375233,0.007049098,0.95155057,0.0,,0.0,2.817112194,96.77517067,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.6,39.14016434,6.489999886,1741.484909,30.00073586,1.864933921,100.2299178,0.0,20.95,19.81114791,0.828926413,2.247145801,0.005795731,2.382026454,0.007128119,0.943375939,0.0,,0.0,2.817112194,96.77229457,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.63333333,39.45192418,6.481109247,1742.126449,29.98999977,1.772890497,99.78286939,0.0,20.95,19.80610889,0.841672424,2.283428196,0.005871139,2.391961205,0.007207755,0.954625916,0.0,,0.0,2.817112194,96.76941505,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.66666667,38.89869027,6.473000164,1735.628853,30.0,1.809768226,99.67228398,0.0,20.95,19.8010006,0.853842761,2.318251986,0.005947824,2.402613709,0.007287685,0.964887571,0.0,,0.0,2.817112194,96.7664866,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.7,39.36151146,6.488800951,1745.203913,30.0180102,2.045447005,100.5450128,0.0,20.95,19.79739871,0.862199008,2.338645955,0.006025473,2.406612351,0.007367759,0.971760918,0.0,,0.0,2.84208299,96.78849285,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.73333333,38.90620036,6.481000061,1745.52173,30.01000023,1.89936236,99.48859466,0.0,20.95,19.78973876,0.865999997,2.346768695,0.006103543,2.427899532,0.007448358,0.966587058,0.0,,0.0,2.84208299,96.78551655,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.76666667,39.29988078,6.473000164,1752.299236,30.0,1.903803044,99.89470083,0.0,20.95,19.78300095,0.875700755,2.37340757,0.006182162,2.44439236,0.007529624,0.970960394,0.0,,0.0,2.84208299,96.7825418,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.8,39.54828337,6.48463895,1755.917001,30.02000046,1.800149031,99.85257453,0.0,20.95,19.7759582,0.887680515,2.412390159,0.006262017,2.4665946,0.007611387,0.978027136,0.0,,0.0,2.866742138,96.80419753,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.83333333,39.33316996,6.47636362,1752.454799,30.01000023,1.949623083,99.97704038,0.0,20.95,19.77681764,0.893000007,2.422561892,0.006342519,2.45546471,0.007693909,0.986615998,0.0,,0.0,2.866742138,96.80117923,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.86666667,38.70617273,6.489172505,1763.58628,30.01000023,1.884396751,100.2606839,0.0,20.95,19.77241364,0.908586265,2.462701686,0.006424045,2.457234455,0.007775469,1.002224954,0.0,,0.0,2.892005104,96.82335591,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.9,39.22003802,6.483999844,1765.924104,30.01000023,1.78554883,100.0879336,0.0,20.95,19.74931049,0.918537956,2.488962305,0.006506651,2.528577525,0.007858415,0.984341569,0.0,,0.0,2.892005104,96.82025253,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.93333333,38.85063921,6.475519426,1781.59722,30.01000023,1.924733265,100.0430889,0.0,20.95,19.73251951,0.93551944,2.536212834,0.006590316,2.575194031,0.007943228,0.984863836,0.0,,0.0,2.892005104,96.81716687,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
11.96666667,38.82882191,6.486439221,1777.268927,30.00439087,1.789506145,100.1856289,0.0,20.95,19.71468226,0.95687814,2.595521515,0.006675847,2.622440764,0.00802982,0.989736175,0.0,,0.0,2.917793976,96.83985093,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.0,38.3545546,6.483999844,1795.0,30.01608249,1.840831445,99.82676337,0.0,20.95,19.69460812,0.969175366,2.629129089,0.00676308,2.682739649,0.008118135,0.980016569,0.0,,0.0,2.917793976,96.83671545,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.03333333,38.27677002,6.478156987,1803.640496,30.01000023,0.535280993,100.6544811,0.0,20.95,19.68606667,0.989359522,2.676954858,0.006851686,2.727758531,0.008208357,0.981369824,0.0,,0.0,2.917793976,96.83359859,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.06666667,38.95469715,6.47568928,1795.213788,30.02000046,1.91384516,100.1988759,0.0,20.95,19.7387571,0.938174824,2.699198835,0.006941859,2.735386869,0.008299605,0.986741889,0.0,,0.0,2.942920596,95.61661025,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.1,39.51305897,6.473732351,1796.39344,30.01000023,1.937486324,100.5729252,0.0,20.95,19.68819634,0.986535515,2.721442812,0.007032032,2.743015208,0.008390853,0.992113953,0.0,,0.0,2.993349457,95.66484734,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.13333333,39.0715667,6.484999771,1807.160255,30.01232079,1.761707684,100.160342,0.0,20.95,19.66307142,1.016464128,2.759594264,0.00712266,2.759147451,0.008482337,1.000163963,0.0,,0.0,3.073267372,95.7395643,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.16666667,39.53105,6.474172201,1808.311512,30.0,1.778130965,99.80997708,0.0,20.95,19.63965533,1.028516367,2.793524618,0.007215204,2.832122295,0.00857565,0.98637113,0.0,,0.0,3.073267372,95.73634972,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.2,38.75090646,6.48686272,1820.824359,30.02000046,1.838494259,99.92567975,0.0,20.95,19.62386297,1.049000025,2.844696279,0.007309211,2.867139891,0.008670641,0.992172225,0.0,,0.0,3.098296602,95.75816906,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.23333333,39.1361932,6.476908151,1814.917296,30.01000023,1.902248087,100.3427783,0.0,20.95,19.61381679,1.055366872,2.863964305,0.007404271,2.89905481,0.008766735,0.987895665,0.0,,0.0,3.098296602,95.75494244,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.26666667,39.44974556,6.47188032,1828.360502,30.01000023,1.917240581,100.8461118,0.0,20.95,19.60499954,1.072039992,2.906574005,0.007500441,2.914688536,0.008863826,0.997216018,0.0,,0.0,3.148647232,95.80205149,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.3,39.4836282,6.507027664,1823.036776,30.04000092,1.848714962,100.4922905,0.0,20.95,19.59701852,1.072018414,2.906981825,0.007597676,2.942549293,0.008961279,0.987912816,0.0,,0.0,3.199854894,95.85030469,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.33333333,38.64341807,6.497999783,1835.447904,30.02000046,1.843220423,100.5603175,0.0,20.95,19.59684954,1.070050239,2.90401415,0.007694403,2.946947992,0.00906009,0.985431482,0.0,,0.0,3.199854894,95.84708337,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.36666667,39.3221224,6.48617582,1837.526971,30.01000023,1.96111549,100.090729,0.0,20.95,19.59508726,1.084824373,2.944164806,0.007791847,2.94242698,0.009157916,1.000590598,0.0,,0.0,3.199854894,95.84382014,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.4,39.02665538,6.476273123,1847.31701,30.01000023,1.926603064,99.72324034,0.0,20.95,19.58527239,1.101726806,2.991016154,0.007890858,2.964936527,0.009256348,1.008796019,0.0,,0.0,3.199854894,95.84049861,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.43333333,39.19715975,6.487341587,1841.987619,30.01000023,1.971654745,99.85570255,0.0,20.95,19.58283567,1.113164626,3.018337136,0.007991184,2.961415051,0.009355094,1.019221247,0.0,,0.0,3.224669866,95.86195574,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.46666667,39.67999238,6.483999844,1846.615978,30.01000023,1.868001336,99.52767793,0.0,20.95,19.57638402,1.106999993,2.998728258,0.008091647,2.985094187,0.009454144,1.004568135,0.0,,0.0,3.224669866,95.85858211,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.5,39.18829685,6.476236608,1849.739779,30.0,1.97156253,99.92043712,0.0,20.95,19.5724736,1.111526637,3.012822681,0.0081918,2.997067582,0.009553812,1.005256841,0.0,,0.0,3.224669866,95.85524736,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.53333333,39.46389113,6.488149165,1837.432764,30.01000023,1.780127101,99.92734953,0.0,20.95,19.57328342,1.119432776,3.031812452,0.008292613,2.986208149,0.009653445,1.015271496,0.0,,0.0,3.250711952,95.87793287,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
12.56666667,39.40685568,6.484324196,1850.026872,30.01000023,1.934184317,99.44730258,0.0,20.95,19.56864919,1.117324375,3.026746029,0.008393646,3.004237002,0.00975319,1.007494006,0.0,,0.0,3.250711952,95.87456001,,,,DDB_PD_006_AMBR,R02,DDB_PD_006_AMBR_DDB25-001_R02_Main_,DDB_BM_002,R02,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,2,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
